nb_precision,nb_recall,nb_f1,lr_precision,lr_recall,lr_f1,svm_precision,svm_recall,svm_f1
0.0,0.0,0.0,0.4957983193277311,0.7023809523809523,0.5812807881773399,0.6436781609195402,0.6666666666666666,0.6549707602339181
1.0,0.011904761904761904,0.023529411764705882,0.6181818181818182,0.8095238095238095,0.7010309278350515,0.7790697674418605,0.7976190476190477,0.788235294117647
1.0,0.011904761904761904,0.023529411764705882,0.6260869565217392,0.8571428571428571,0.7236180904522613,0.7555555555555555,0.8095238095238095,0.7816091954022989
1.0,0.011904761904761904,0.023529411764705882,0.5210084033613446,0.7380952380952381,0.6108374384236454,0.6555555555555556,0.7023809523809523,0.6781609195402298
0.0,0.0,0.0,0.6831683168316832,0.8214285714285714,0.745945945945946,0.7875,0.75,0.7682926829268293
1.0,0.011904761904761904,0.023529411764705882,0.6666666666666666,0.8095238095238095,0.7311827956989247,0.8026315789473685,0.7261904761904762,0.7625
1.0,0.011904761904761904,0.023529411764705882,0.6071428571428571,0.8095238095238095,0.6938775510204082,0.75,0.75,0.75
1.0,0.011904761904761904,0.023529411764705882,0.5471698113207547,0.6904761904761905,0.6105263157894737,0.7088607594936709,0.6666666666666666,0.6871165644171779
0.0,0.0,0.0,0.6176470588235294,0.75,0.6774193548387096,0.7972972972972973,0.7023809523809523,0.7468354430379747
0.0,0.0,0.0,0.6346153846153846,0.7857142857142857,0.7021276595744681,0.7586206896551724,0.7857142857142857,0.7719298245614035
0.0,0.0,0.0,0.5897435897435898,0.8214285714285714,0.6865671641791045,0.75,0.7857142857142857,0.7674418604651163
0.0,0.0,0.0,0.65625,0.75,0.7,0.7662337662337663,0.7023809523809523,0.7329192546583851
0.0,0.0,0.0,0.5371900826446281,0.7738095238095238,0.6341463414634146,0.6888888888888889,0.7380952380952381,0.7126436781609196
1.0,0.011904761904761904,0.023529411764705882,0.638095238095238,0.7976190476190477,0.708994708994709,0.8395061728395061,0.8095238095238095,0.8242424242424242
1.0,0.011904761904761904,0.023529411764705882,0.6509433962264151,0.8214285714285714,0.7263157894736842,0.7469879518072289,0.7380952380952381,0.7425149700598802
0.0,0.0,0.0,0.6132075471698113,0.7738095238095238,0.6842105263157895,0.6741573033707865,0.7142857142857143,0.6936416184971098
0.0,0.0,0.0,0.5943396226415094,0.75,0.6631578947368421,0.7195121951219512,0.7023809523809523,0.7108433734939759
0.0,0.0,0.0,0.5510204081632653,0.6428571428571429,0.5934065934065934,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.0,0.0,0.0,0.7191011235955056,0.7619047619047619,0.7398843930635838,0.7571428571428571,0.6309523809523809,0.6883116883116883
0.0,0.0,0.0,0.6,0.75,0.6666666666666666,0.7023809523809523,0.7023809523809523,0.7023809523809523
0.0,0.0,0.0,0.6237623762376238,0.75,0.6810810810810811,0.725,0.6904761904761905,0.7073170731707317
0.0,0.0,0.0,0.6422018348623854,0.8333333333333334,0.7253886010362695,0.7375,0.7023809523809523,0.7195121951219512
0.0,0.0,0.0,0.5982142857142857,0.7976190476190477,0.6836734693877551,0.6666666666666666,0.7142857142857143,0.6896551724137931
0.0,0.0,0.0,0.6036036036036037,0.7976190476190477,0.6871794871794872,0.6888888888888889,0.7380952380952381,0.7126436781609196
1.0,0.011904761904761904,0.023529411764705882,0.5982142857142857,0.7976190476190477,0.6836734693877551,0.7441860465116279,0.7619047619047619,0.7529411764705882
0.0,0.0,0.0,0.6330275229357798,0.8214285714285714,0.7150259067357513,0.7529411764705882,0.7619047619047619,0.757396449704142
0.0,0.0,0.0,0.5703125,0.8690476190476191,0.6886792452830188,0.7096774193548387,0.7857142857142857,0.7457627118644068
0.0,0.0,0.0,0.6261682242990654,0.7976190476190477,0.7015706806282722,0.7808219178082192,0.6785714285714286,0.7261146496815286
0.0,0.0,0.0,0.5925925925925926,0.7619047619047619,0.6666666666666666,0.7625,0.7261904761904762,0.7439024390243902
0.0,0.0,0.0,0.6764705882352942,0.8214285714285714,0.7419354838709677,0.75,0.7142857142857143,0.7317073170731707
