nb_precision,nb_recall,nb_f1,lr_precision,lr_recall,lr_f1,svm_precision,svm_recall,svm_f1
0.0,0.0,0.0,0.6,0.6206896551724138,0.6101694915254238,0.631578947368421,0.41379310344827586,0.5
0.0,0.0,0.0,0.47058823529411764,0.5517241379310345,0.5079365079365079,0.6363636363636364,0.4827586206896552,0.5490196078431373
0.0,0.0,0.0,0.45454545454545453,0.5172413793103449,0.4838709677419355,0.5217391304347826,0.41379310344827586,0.46153846153846156
0.0,0.0,0.0,0.72,0.6206896551724138,0.6666666666666666,0.7894736842105263,0.5172413793103449,0.625
0.0,0.0,0.0,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.5652173913043478,0.4482758620689655,0.5
0.0,0.0,0.0,0.48148148148148145,0.4482758620689655,0.4642857142857143,0.7142857142857143,0.3448275862068966,0.46511627906976744
0.0,0.0,0.0,0.75,0.7241379310344828,0.7368421052631579,0.7777777777777778,0.4827586206896552,0.5957446808510638
0.0,0.0,0.0,0.6,0.6206896551724138,0.6101694915254238,0.75,0.41379310344827586,0.5333333333333333
0.0,0.0,0.0,0.48484848484848486,0.5517241379310345,0.5161290322580645,0.6,0.41379310344827586,0.4897959183673469
0.0,0.0,0.0,0.6,0.7241379310344828,0.65625,0.6956521739130435,0.5517241379310345,0.6153846153846154
0.0,0.0,0.0,0.4482758620689655,0.4482758620689655,0.4482758620689655,0.5882352941176471,0.3448275862068966,0.43478260869565216
0.0,0.0,0.0,0.6428571428571429,0.6206896551724138,0.631578947368421,0.6842105263157895,0.4482758620689655,0.5416666666666666
0.0,0.0,0.0,0.5294117647058824,0.6206896551724138,0.5714285714285714,0.7142857142857143,0.5172413793103449,0.6
0.0,0.0,0.0,0.5357142857142857,0.5172413793103449,0.5263157894736842,0.6666666666666666,0.41379310344827586,0.5106382978723404
0.0,0.0,0.0,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.7333333333333333,0.3793103448275862,0.5
0.0,0.0,0.0,0.5384615384615384,0.7241379310344828,0.6176470588235294,0.7083333333333334,0.5862068965517241,0.6415094339622641
0.0,0.0,0.0,0.5135135135135135,0.6551724137931034,0.5757575757575758,0.5416666666666666,0.4482758620689655,0.49056603773584906
0.0,0.0,0.0,0.5714285714285714,0.41379310344827586,0.48,0.875,0.2413793103448276,0.3783783783783784
0.0,0.0,0.0,0.4642857142857143,0.4482758620689655,0.45614035087719296,0.625,0.3448275862068966,0.4444444444444444
0.0,0.0,0.0,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6842105263157895,0.4482758620689655,0.5416666666666666
0.0,0.0,0.0,0.5151515151515151,0.5862068965517241,0.5483870967741935,0.65,0.4482758620689655,0.5306122448979592
0.0,0.0,0.0,0.425,0.5862068965517241,0.4927536231884058,0.5555555555555556,0.5172413793103449,0.5357142857142857
0.0,0.0,0.0,0.46511627906976744,0.6896551724137931,0.5555555555555556,0.5833333333333334,0.4827586206896552,0.5283018867924528
0.0,0.0,0.0,0.45161290322580644,0.4827586206896552,0.4666666666666667,0.6111111111111112,0.3793103448275862,0.46808510638297873
0.0,0.0,0.0,0.6,0.5172413793103449,0.5555555555555556,0.631578947368421,0.41379310344827586,0.5
0.0,0.0,0.0,0.4782608695652174,0.3793103448275862,0.4230769230769231,0.5454545454545454,0.20689655172413793,0.3
0.0,0.0,0.0,0.46153846153846156,0.6206896551724138,0.5294117647058824,0.5454545454545454,0.41379310344827586,0.47058823529411764
0.0,0.0,0.0,0.4166666666666667,0.3448275862068966,0.37735849056603776,0.47368421052631576,0.3103448275862069,0.375
0.0,0.0,0.0,0.5909090909090909,0.4482758620689655,0.5098039215686274,0.6923076923076923,0.3103448275862069,0.42857142857142855
0.0,0.0,0.0,0.4166666666666667,0.5172413793103449,0.46153846153846156,0.5652173913043478,0.4482758620689655,0.5
